Canton;Type of holder;Vehicle group / type;Fuel;TIME_PERIOD;OBS_VALUE
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;5604
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;4461
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;3618
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;2345
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;1252
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;851
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;634
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;414
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;260
Nidwalden;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;1
Nidwalden;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2025;1
No data/unknown;Legal entity;Passenger car;Gas (mono- and bi-fuel);2022;2
No data/unknown;Legal entity;Passenger car;Gas (mono- and bi-fuel);2024;3
Obwalden;Legal entity;Passenger car;Diesel: conventional;2024;1332
Obwalden;Legal entity;Passenger car;Diesel: conventional;2023;1392
Obwalden;Legal entity;Passenger car;Diesel: conventional;2022;1416
Obwalden;Legal entity;Passenger car;Diesel: conventional;2021;1525
Obwalden;Legal entity;Passenger car;Diesel: conventional;2020;1574
Obwalden;Legal entity;Passenger car;Diesel: conventional;2019;1564
Obwalden;Legal entity;Passenger car;Diesel: conventional;2018;1616
Obwalden;Legal entity;Passenger car;Diesel: conventional;2017;1477
Obwalden;Legal entity;Passenger car;Diesel: conventional;2016;1447
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2019;8
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;11
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;15
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2023;16
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;14
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2021;14
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;613
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;516
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;361
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;249
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;113
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;46
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;16
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;12
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;10
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;1021
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;793
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;642
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;429
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;225
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;122
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;70
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;72
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;60
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;1760
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;1392
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;874
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;687
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;479
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;341
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;268
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;220
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;183
Uri;Natural person;Passenger car;Petrol: conventional;2024;11154
Uri;Natural person;Passenger car;Petrol: conventional;2023;11317
Uri;Natural person;Passenger car;Petrol: conventional;2022;11359
Uri;Natural person;Passenger car;Petrol: conventional;2021;11494
Uri;Natural person;Passenger car;Petrol: conventional;2020;11703
Uri;Natural person;Passenger car;Petrol: conventional;2019;11391
Uri;Natural person;Passenger car;Petrol: conventional;2018;11821
Uri;Natural person;Passenger car;Petrol: conventional;2017;11913
Uri;Natural person;Passenger car;Petrol: conventional;2016;11968
Basel-Stadt;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2017;12
Basel-Stadt;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;4
Basel-Stadt;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;3
Basel-Stadt;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2023;3
Obwalden;Legal entity;Passenger car;Petrol: conventional;2024;1242
Obwalden;Legal entity;Passenger car;Petrol: conventional;2023;1315
Obwalden;Legal entity;Passenger car;Petrol: conventional;2022;1242
Obwalden;Legal entity;Passenger car;Petrol: conventional;2021;1330
Obwalden;Legal entity;Passenger car;Petrol: conventional;2020;1341
Obwalden;Legal entity;Passenger car;Petrol: conventional;2019;1279
Obwalden;Legal entity;Passenger car;Petrol: conventional;2018;1348
Obwalden;Legal entity;Passenger car;Petrol: conventional;2017;1435
Obwalden;Legal entity;Passenger car;Petrol: conventional;2016;1440
Bern;Natural person;Passenger car;Diesel: conventional;2024;120473
Bern;Natural person;Passenger car;Diesel: conventional;2023;124095
Bern;Natural person;Passenger car;Diesel: conventional;2022;128013
Bern;Natural person;Passenger car;Diesel: conventional;2021;129389
Bern;Natural person;Passenger car;Diesel: conventional;2020;129599
Bern;Natural person;Passenger car;Diesel: conventional;2019;125363
Bern;Natural person;Passenger car;Diesel: conventional;2018;126460
Bern;Natural person;Passenger car;Diesel: conventional;2017;121974
Bern;Natural person;Passenger car;Diesel: conventional;2016;115424
Bern;Natural person;Passenger car;Petrol: conventional;2024;309386
Bern;Natural person;Passenger car;Petrol: conventional;2023;314763
Bern;Natural person;Passenger car;Petrol: conventional;2022;319669
Bern;Natural person;Passenger car;Petrol: conventional;2021;324525
Bern;Natural person;Passenger car;Petrol: conventional;2020;327894
Bern;Natural person;Passenger car;Petrol: conventional;2019;319469
Bern;Natural person;Passenger car;Petrol: conventional;2018;332879
Bern;Natural person;Passenger car;Petrol: conventional;2017;333835
Bern;Natural person;Passenger car;Petrol: conventional;2016;333969
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;732
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;591
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;444
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;296
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;148
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;83
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;61
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;45
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;27
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;214
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;173
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;124
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;86
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;51
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;35
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;21
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;19
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;18
Jura;Natural person;Passenger car;Diesel: conventional;2024;7628
Jura;Natural person;Passenger car;Diesel: conventional;2023;7861
Jura;Natural person;Passenger car;Diesel: conventional;2022;8250
Jura;Natural person;Passenger car;Diesel: conventional;2021;8422
Jura;Natural person;Passenger car;Diesel: conventional;2020;8577
Jura;Natural person;Passenger car;Diesel: conventional;2019;8473
Jura;Natural person;Passenger car;Diesel: conventional;2018;8653
Jura;Natural person;Passenger car;Diesel: conventional;2017;8552
Jura;Natural person;Passenger car;Diesel: conventional;2016;8235
Graubünden;Legal entity;Passenger car;Diesel: conventional;2024;7908
Graubünden;Legal entity;Passenger car;Diesel: conventional;2023;8168
Graubünden;Legal entity;Passenger car;Diesel: conventional;2022;8123
Graubünden;Legal entity;Passenger car;Diesel: conventional;2021;8443
Graubünden;Legal entity;Passenger car;Diesel: conventional;2020;8521
Graubünden;Legal entity;Passenger car;Diesel: conventional;2019;8218
Graubünden;Legal entity;Passenger car;Diesel: conventional;2018;8572
Graubünden;Legal entity;Passenger car;Diesel: conventional;2017;7104
Graubünden;Legal entity;Passenger car;Diesel: conventional;2016;6714
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2024;97
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2023;101
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2022;109
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2021;100
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2020;100
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2019;99
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2018;102
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2017;94
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2016;80
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2024;5538
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2023;5597
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2022;7866
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2021;5776
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2020;5805
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2019;5675
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2018;5924
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2017;5763
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2016;5767
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;4
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;7
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2022;5
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2021;3
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2020;2
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2019;2
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2018;1
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2017;1
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2016;1
Glarus;Legal entity;Passenger car;Petrol: conventional;2024;1344
Glarus;Legal entity;Passenger car;Petrol: conventional;2023;1395
Glarus;Legal entity;Passenger car;Petrol: conventional;2022;1357
Glarus;Legal entity;Passenger car;Petrol: conventional;2021;1477
Glarus;Legal entity;Passenger car;Petrol: conventional;2020;1522
Glarus;Legal entity;Passenger car;Petrol: conventional;2019;1475
Glarus;Legal entity;Passenger car;Petrol: conventional;2018;1544
Glarus;Legal entity;Passenger car;Petrol: conventional;2017;1481
Glarus;Legal entity;Passenger car;Petrol: conventional;2016;1438
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2024;11785
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2023;11790
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2022;11862
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2021;11855
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2020;11750
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2019;11158
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2018;11020
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2017;10443
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2016;9767
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;3920
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;3147
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;2686
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;1957
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;1352
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;986
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;824
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;727
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;647
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2024;1559
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2023;1155
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2022;699
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2021;515
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2020;329
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2019;220
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2018;162
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2017;109
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2016;74
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;61
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;48
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;36
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;32
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;20
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;16
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;14
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;9
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;8
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;20693
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;16246
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;13256
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;10068
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;7258
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;5811
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;5028
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;4487
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;3896
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;175
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;123
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;102
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;86
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;38
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;41
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;49
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;48
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;56
Aargau;Natural person;Passenger car;Other;2024;219
Aargau;Natural person;Passenger car;Other;2023;242
Aargau;Natural person;Passenger car;Other;2022;266
Aargau;Natural person;Passenger car;Other;2021;280
Aargau;Natural person;Passenger car;Other;2020;291
